# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 66K of event 'cycles:P'
# Event count (approx.): 62401597400
#
# Overhead  Command          Shared Object                                        Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  ...................................................  .........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000003163e9
     0.01%  python           [unknown]                                            [k] 0xffffffff8f4ea26e
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327f7b
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fa2b9
     0.01%  python           libpython3.10.so.1.0                                 [.] PyLong_AsLongAndOverflow
     0.01%  python           libpython3.10.so.1.0                                 [.] bytes_subscript
     0.01%  python           [unknown]                                            [k] 0xffffffff8e3edf01
     0.01%  python           libpython3.10.so.1.0                                 [.] PyObject_GetIter@plt
     0.01%  python           libc.so.6                                            [.] __strchr_avx2
     0.01%  python           [unknown]                                            [k] 0xffffffff8e3edef6
     0.01%  python           libpython3.10.so.1.0                                 [.] object_isinstance
     0.01%  mediapipe/39526  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_maxpool_minmax_ukernel_9p8x__sse_c4
     0.01%  python           libpython3.10.so.1.0                                 [.] _PyObject_GetDictPtr@plt
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327f58
     0.01%  python           libpython3.10.so.1.0                                 [.] allocate_from_new_pool
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f941e
     0.01%  python           libpython3.10.so.1.0                                 [.] PyIter_Next
     0.01%  python           libavutil-734d06dd.so.57.28.100                      [.] av_frame_unref
     0.01%  mediapipe/39529  [unknown]                                            [k] 0xffffffff8f4d75e7
     0.01%  python           cv2.abi3.so                                          [.] 0x0000000001b46aa8
     0.01%  python           [unknown]                                            [k] 0xffffffff8e3e8780
     0.01%  python           libpython3.10.so.1.0                                 [.] PyMem_Free@plt
     0.01%  python           libc.so.6                                            [.] __memchr_avx2
     0.01%  python           [unknown]                                            [k] 0xffffffff8e0001b9
     0.01%  python           [unknown]                                            [k] 0xffffffff8eb38821
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000030fbbb
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fb2b7
     0.01%  python           libnvidia-eglcore.so.580.65.06                       [.] 0x0000000000a1c8cf
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008467d2
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008467af
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033d46c
     0.01%  python           libpython3.10.so.1.0                                 [.] slot_tp_init
     0.01%  mediapipe_gl_ru  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::LocationData_RelativeBoundingBox::~LocationData_RelativeBoundingBox()
     0.01%  mediapipe/39529  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_f32_maxpool_minmax_ukernel_9p8x__sse_c4
     0.01%  python           libpython3.10.so.1.0                                 [.] set_add_entry
     0.01%  python           libpython3.10.so.1.0                                 [.] PyMem_RawFree
     0.01%  python           libpython3.10.so.1.0                                 [.] PyObject_ClearWeakRefs
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033cee7
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084bce7
     0.01%  python           libpython3.10.so.1.0                                 [.] _PyErr_GetTopmostException
     0.01%  mediapipe/39526  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] pthreadpool_parallelize_2d_tile_2d
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033cdd4
     0.01%  mediapipe/39542  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] tflite::xnnpack::DequantizeFloat16(unsigned short const*, float*, unsigned long)
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085dfc2
     0.01%  python           [unknown]                                            [k] 0xffffffff8e3dd0fe
     0.01%  python           _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] pybind11::cpp_function::dispatcher(_object*, _object*, _object*)
     0.01%  python           libpython3.10.so.1.0                                 [.] structseq_dealloc
     0.01%  python           [unknown]                                            [k] 0xffffffff8e3ee092
     0.01%  python           [unknown]                                            [k] 0xffffffff8e3e7690
     0.01%  python           [unknown]                                            [k] 0xffffffff8e47ad74
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000030fb76
     0.01%  python           libpython3.10.so.1.0                                 [.] inversion_rule
     0.01%  python           cv2.abi3.so                                          [.] 0x0000000001b469c8
     0.01%  mediapipe_gl_ru  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::LocationData::~LocationData()
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033cebf
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002faec7
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000328228
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f7e4c
     0.01%  python           [unknown]                                            [k] 0xffffffff8e3dcb1e
     0.01%  python           [unknown]                                            [k] 0xffffffff8e4eae6f
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000032206b
     0.01%  python           [unknown]                                            [k] 0xffffffff8e7dbdfc
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fc89c
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033d888
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008562c5
     0.01%  python           libpython3.10.so.1.0                                 [.] PyTuple_New@plt
     0.01%  python           [unknown]                                            [k] 0xffffffff8e6e4a6c
     0.01%  python           [unknown]                                            [k] 0xffffffff8e3ee08f
     0.01%  python           [unknown]                                            [k] 0xffffffff8e3eb55e
     0.01%  python           libpython3.10.so.1.0                                 [.] PyIter_Check
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084914f
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033cf89
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fb536
     0.01%  python           [unknown]                                            [k] 0xffffffff8e3eb44e
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fb896
     0.01%  python           libpython3.10.so.1.0                                 [.] PyEval_EvalCode
     0.01%  python           [unknown]                                            [k] 0xffffffff8e3daffc
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327941
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000846ac3
     0.01%  python           [unknown]                                            [k] 0xffffffff8e47c180
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008562c0
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327f8a
     0.01%  python           libpython3.10.so.1.0                                 [.] do_mkvalue
     0.01%  python           libpython3.10.so.1.0                                 [.] sys_audit_tstate
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000844aea
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008491b9
     0.01%  python           libpython3.10.so.1.0                                 [.] PyObject_SetAttr@plt
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000031769d
     0.01%  python           [unknown]                                            [k] 0xffffffff8e3edc56
     0.01%  python           cv2.abi3.so                                          [.] 0x0000000001b46ad2
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033d177
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fab76
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000321c16
     0.01%  python           [unknown]                                            [k] 0xffffffff8f4f328c
     0.01%  python           libpython3.10.so.1.0                                 [.] _PyObject_GC_New@plt
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327e84
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033d349
     0.01%  python           libc.so.6                                            [.] __posix_memalign
     0.01%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327e75
